4.965759335279960607e-01;4.764242521211775050e-01;7.255565272475852368e-01
4.857993468953186733e-01;4.926736610767507574e-01;7.219914530223420224e-01
4.813997633057746084e-01;4.999030992927015471e-01;7.199660819835163039e-01
4.829589739500464995e-01;4.947449130067618217e-01;7.224805191387860814e-01
4.761118088593602748e-01;4.994918702301923141e-01;7.237578441983290034e-01
4.785557663010837626e-01;4.998150620432519897e-01;7.219205512344710751e-01
4.745295415149803353e-01;5.054329567132912482e-01;7.206658313654414894e-01
4.690716453937556207e-01;5.065768983935866610e-01;7.234304648696575635e-01
4.667045534075069946e-01;5.082992238156155418e-01;7.237532444812542209e-01
4.637552625142066232e-01;5.076687594463875630e-01;7.260877957744127364e-01
4.616384933323950390e-01;5.121092250516819933e-01;7.243162590269267564e-01
4.627998365771887612e-01;5.058760060459609464e-01;7.279462739592216236e-01
4.397332461953922245e-01;4.846414954873467518e-01;7.561463436678448335e-01
4.563753414256593310e-01;5.004784661747010421e-01;7.356920909144203380e-01
4.560229454722566356e-01;4.959521157602359565e-01;7.389685866637043521e-01
4.541559588037887285e-01;4.923180148109933540e-01;7.425397884124282921e-01
4.586859498769574328e-01;4.892857046088328610e-01;7.417591918209784918e-01
4.595861888672439499e-01;4.905935791609763452e-01;7.403367308789324808e-01
4.626235903701281793e-01;4.852039670924767067e-01;7.419949622138781731e-01
4.609874102934488072e-01;4.844718562669307893e-01;7.434901667380772183e-01
4.668404168589398995e-01;4.726848549863413851e-01;7.474149135878361827e-01
4.657895656360358516e-01;4.662251470891903837e-01;7.521131515711287907e-01
4.656136549522920665e-01;4.646325093746161983e-01;7.532068477876545654e-01
4.700298148697422684e-01;4.634052570486827394e-01;7.512173725847666184e-01
4.741965066027852838e-01;4.410516622675148546e-01;7.619784146134170877e-01
4.888637703607810470e-01;3.744696077657139743e-01;7.878989318995386348e-01
4.605353243988007939e-01;3.123887464109001977e-01;8.308552738574375152e-01
2.513701628095065810e-01;2.714639364575813230e-01;9.290427183138977307e-01
1.718458177650794561e-01;2.333458448025408083e-01;9.570886749042847308e-01
1.323060922843190546e-01;1.885746353804772513e-01;9.731057007517597279e-01
1.095883277370704595e-01;1.297956253510993696e-01;9.854661303482273871e-01
7.874094078755312920e-02;8.882633177437763983e-02;9.929298802168253779e-01
