y_true;y_pred
3.168749333605047;183.22206218284398
2.8830350478908073;44.06906887261644
42.311606476462366;80.86634011971098
98.02589219074815;117.44539859574292
-119.6883935235377;-100.51901776871534
-269.6883935235377;-249.6760346298893
-168.25982209496627;-148.98673660415002
916.3116064764622;877.7536345692308
162.02589219074792;202.37306962266044
-77.68839352353764;-105.00074522974337
-136.54553638068052;91.38506595993104
-126.83125066639475;-116.7077901385435
72.3116064764624;42.26354793609361
-120.25982209496617;-222.45251256179432
-101.68839352353785;-77.1996673508982
-133.97410780925202;-40.32245598083611
-101.68839352353785;-77.1996673508982
138.59732076217662;101.16669102381503
515.4544636193194;502.0906257513001
123.74017790503373;89.35548162096714
-213.11696495210904;-230.76605322935265
-277.40267923782335;-318.19124502868175
270.0258921907479;228.75997036893727
736.8830350478908;693.8521273742052
824.5973207621763;836.473374585017
31.74017790503374;64.83720970482823
312.0258921907477;339.51767047395526
295.1687493336053;246.47193004247512
230.025892190748;200.65012412645996
364.3116064764621;136.9097828704366
591.1687493336049;558.3888411083261
-66.54553638068052;-24.399647728082147
21.740177905033764;-110.59857957128963
69.1687493336053;102.68462866653091
803.4544636193197;795.0769044005722
-122.83125066639492;-171.4294614540482
-101.68839352353785;-77.1996673508982
222.31160647646232;263.6564163220102
100.88303504789084;95.16879768167318
222.31160647646232;263.6564163220102
383.1687493336052;278.8248358894779
-25.688393523537638;11.294068966709872
222.31160647646232;263.6564163220102
252.31160647646234;211.58210248364617
-101.68839352353785;-77.1996673508982
402.88303504789087;390.6285436591549
864.0258921907481;813.0821152232296
-98.25982209496628;65.73452961592011
-265.40267923782335;-234.2222259791054
186.31160647646234;-86.35614112004663
-157.97410780925208;1.0258261880602773
172.31160647646237;195.72117839935126
-101.11696495210914;-146.27319562338332
250.5973207621766;208.4632877273257
-418.25982209496624;-371.7548996348333
222.31160647646232;263.6564163220102
97.74017790503376;95.16879768167318
-131.40267923782343;-177.43646798309928
-20.831250666394965;-187.73319100740517
-37.97410780925182;0.42058167752442005
170.8830350478908;133.71850607337842
706.5973207621764;692.51048146352
-185.97410780925193;-155.06157582745251
598.025892190748;595.6578476575185
312.3116064764624;267.7589218246777
178.88303504789081;188.65258085515913
721.4544636193192;749.12200780097
-147.4026792378233;-122.4749479870599
-333.4026792378233;-219.86740495142638
622.8830350478906;624.4126344513838
-101.68839352353785;-77.1996673508982
-159.4026792378234;-147.91029815673457
383.45446361931954;435.60998748179554
376.3116064764625;341.6989621434135
222.31160647646232;263.6564163220102
139.16874933360526;178.67781701838672
-320.25982209496624;-280.4766028754995
916.3116064764622;897.8948489022386
-297.4026792378233;-258.32702098669006
726.8830350478906;697.2726021623579
-307.6883935235377;-307.33915771424404
-22.831250666394695;-221.42174613087525
591.1687493336049;558.3888411083261
-156.25982209496615;-114.40399438893834
222.31160647646232;263.6564163220102
478.5973207621767;476.3307940598831
-102.83125066639498;-146.01262663132297
440.8830350478908;426.27581831838995
400.025892190748;359.41452409913063
73.45446361931927;1.0258261880627186
415.4544636193195;451.2857038962681
-332.2598220949661;-382.1422052040536
222.31160647646232;263.6564163220102
-281.68839352353757;-266.5653437676194
-180.83125066639482;-220.63215837999837
-310.83125066639485;-280.68319894138125
180.59732076217662;201.51414037277397
-295.9741078092519;-265.97322052633115
135.7401779050337;98.19318800071187
422.0258921907479;442.73898249023944
721.1687493336049;555.8202198675474
140.88303504789084;125.62033186032987
90.88303504789087;90.22679321979189
78.88303504789081;58.9193429060067
789.7401779050339;404.5126566406722
916.3116064764622;372.85831489478596
-324.5455363806805;-375.7177037366087
436.3116064764624;460.64371421517006
-443.68839352353757;-406.1609870654442
703.4544636193192;654.7048431617291
178.31160647646217;145.20268505316628
180.3116064764624;162.9896144907068
-179.68839352353763;-139.2550358815302
618.8830350478906;578.0676485635852
726.025892190748;742.1696905916964
606.8830350478906;513.5411924865842
135.7401779050337;128.14236896969783
222.31160647646232;263.6564163220102
552.0258921907479;303.8250322674592
12.597320762176649;52.126037965033895
-101.68839352353785;-77.1996673508982
619.7401779050339;598.2300761611475
628.025892190748;608.5696896068242
859.1687493336048;879.6844376403918
271.74017790503376;264.68661917071137
-101.68839352353785;-77.1996673508982
31.45446361931951;65.27166838186551
72.02589219074792;91.59140516354907
176.59732076217657;178.66514826688828
362.5973207621767;321.8052375294566
150.31160647646212;176.2116198740804
153.74017790503368;112.8643301011785
-319.97410780925173;-292.93993759463694
-290.8312506663947;-265.8164418549215
-41.688393523537634;-10.508445350370376
355.16874933360504;383.69246250398777
64.59732076217662;1.0258261880627186
140.31160647646237;123.86686527210426
824.8830350478908;867.5939582926728
29.454463619319522;70.36785639412821
249.45446361931934;215.49181614610632
-283.68839352353774;-257.6967810526067
216.31160647646237;109.6194353891902
354.31160647646215;385.97848311340164
65.74017790503375;74.45805086603359
429.45446361931954;421.17517646452694
130.8830350478908;93.47582879740233
222.31160647646232;263.6564163220102
-101.68839352353785;-77.1996673508982
